time,SUP,ECRL,ECRB,ECU,FCR,FCU,PQ,SUP_min,ECRL_min,ECRB_min,ECU_min,FCR_min,FCU_min,PQ_min,SUP_max,ECRL_max,ECRB_max,ECU_max,FCR_max,FCU_max,PQ_max,SUP_exc,ECRL_exc,ECRB_exc,ECU_exc,FCR_exc,FCU_exc,PQ_exc,SUP_act,ECRL_act,ECRB_act,ECU_act,FCR_act,FCU_act,PQ_act,wrist_hand_r3_pos,wrist_hand_r3_vel
0.01,-582587456.0,-0.0987259298563003,0.0200926661491394,-0.0625095963478088,-0.0418888293206691,0.0099779361996467,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.020092666,0.01,0.01,0.01,0.01,0.4971833,0.08690244,0.02618505,0.010008218,0.028772283,0.010823275,0.208456,-0.2377479709389921,0.3615797754395626
0.02,-582587456.0,-0.0959358960390091,0.0307046249508857,-0.052370086312294,-0.0482308790087699,0.0432701584951598,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.030704625,0.01,0.01,0.04327016,0.01,0.4971833,0.07780417,0.029210092,0.010007408,0.026830833,0.02807396,0.208456,-0.2340855688870319,0.3790910414117276
0.03,-582587456.0,-0.1009457260370254,0.0154099520295858,-0.054487906396389,-0.0536435097455978,-0.0706309963176078,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.015409952,0.01,0.01,0.01,0.01,0.4971833,0.069943205,0.028161036,0.010006679,0.025099508,0.028559746,0.208456,-0.2298092749096066,0.4776674326447817
0.04,-582587456.0,-0.1054354012012481,0.0339596904814243,-0.0371434018015861,-0.0616533756256103,-0.0376667557900576,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.03395969,0.01,0.01,0.01,0.01,0.4971833,0.06310664,0.031979688,0.010006021,0.023551874,0.026640734,0.208456,-0.2241863603971637,0.627578115798752
0.05,-582587456.0,-0.1062026247382164,0.0264615174382925,-0.0380307286977767,-0.0746459737420082,-0.0484888972079444,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.026461517,0.01,0.01,0.01,0.01,0.4971833,0.05712646,0.031977966,0.010005426,0.022165224,0.024924545,0.208456,-0.2171184898679598,0.7550457239834463
0.06,-582587456.0,-0.1047960072755813,0.0563042238354682,-0.023178581148386,-0.0909342691302299,-0.0807681400799674,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.056304224,0.01,0.01,0.01,0.01,0.4971833,0.051911373,0.04843574,0.010004892,0.02092872,0.023396865,0.208456,-0.2090849741089408,0.8294387397673524
0.07,-582587456.0,-0.1046749725937843,0.0211782213300466,-0.0115473493933677,-0.1074528694152832,-0.1166847304028559,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.021178221,0.01,0.01,0.01,0.01,0.4971833,0.047327377,0.047136966,0.01000441,0.019821001,0.022030365,0.208456,-0.2008468526104645,0.8044965111508846
0.08,-582587456.0,-0.1075898632407188,0.0575893595814704,-0.0064919218420982,-0.1204961240291595,-0.1454335237999812,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.05758936,0.01,0.01,0.01,0.01,0.4971833,0.04328872,0.053832192,0.010003976,0.018828398,0.02080753,0.208456,-0.1932932880241539,0.7108003813361926
0.09,-582587456.0,-0.1139628440141677,0.0607775673270225,-0.0077766776084899,-0.1267418265342712,-0.1611521155442883,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.060777567,0.01,0.01,0.01,0.01,0.4971833,0.039707683,0.058583662,0.010003583,0.017935302,0.019708585,0.208456,-0.1869352681329843,0.5822520679373686
0.1,-582587456.0,-0.0769293737524027,0.068158820271492,-0.0127898417413234,-0.1262626647949218,-0.1686723773906969,-3169754808320.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.06815882,0.01,0.01,0.01,0.01,0.4971833,0.036529973,0.06483682,0.010003228,0.01713222,0.018721465,0.208456,-0.1819706307290116,0.445935519865194
