time,SUP,ECRL,ECRB,ECU,FCR,FCU,PQ,SUP_min,ECRL_min,ECRB_min,ECU_min,FCR_min,FCU_min,PQ_min,SUP_max,ECRL_max,ECRB_max,ECU_max,FCR_max,FCU_max,PQ_max,SUP_exc,ECRL_exc,ECRB_exc,ECU_exc,FCR_exc,FCU_exc,PQ_exc,SUP_act,ECRL_act,ECRB_act,ECU_act,FCR_act,FCU_act,PQ_act,wrist_hand_r3_pos,wrist_hand_r3_vel
0.01,-624740288.0,-0.1085480526089668,0.0526854321360588,-0.0319592654705047,-0.092646837234497,-0.112569320012444,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.052685432,0.01,0.01,0.01,0.01,0.42124364,0.05005893,0.044648316,0.010007077,0.01629001,0.022508763,0.11601604,-0.2232208302226357,0.8753073808988392
0.02,-624740288.0,-0.1077266782522201,0.0084281619638204,-0.0167487151920795,-0.1121259182691574,-0.1429464588720376,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42124364,0.045696706,0.04272013,0.010006379,0.015660094,0.021235771,0.11601604,-0.2145605600113488,0.8444019566726781
0.03,-624740288.0,-0.0803777876052502,0.0482749715447425,-0.0092932060360908,-0.1255933046340942,-0.1600461980289746,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.04827497,0.01,0.01,0.01,0.01,0.42124364,0.041844483,0.046254832,0.010005751,0.0150935445,0.020094713,0.11601604,-0.2066225427556645,0.7523781466488997
0.04,-624740288.0,-0.0238894220364945,0.0614871010184288,-0.0102379620075225,-0.1305794268846511,-0.1935557126115809,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.0614871,0.01,0.01,0.01,0.01,0.42124364,0.038420293,0.05623254,0.010005181,0.014581912,0.019067299,0.11601604,-0.199775348477397,0.6429673449425328
0.05,-624740288.0,0.0328503761442917,0.048682801425457,-0.0144490264356136,-0.129101425409317,-0.247355206741679,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.032850377,0.0486828,0.01,0.01,0.01,0.01,0.42124364,0.03602308,0.056958694,0.010004668,0.014122295,0.018146927,0.11601604,-0.1941396165824356,0.5136431507629993
0.06,-624740288.0,0.0920107816009783,0.0669999569654464,-0.0197440646588802,-0.1239576414227485,-0.3146521963664516,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.09201078,0.06699996,0.01,0.01,0.01,0.01,0.42124364,0.062944144,0.06335947,0.010004208,0.0137123065,0.017328124,0.11601604,-0.1897459260397096,0.3749660386061288
0.07,-624740288.0,0.1003675025503562,0.0605002045631408,-0.0250644721090793,-0.117361769080162,-0.392190456266455,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.1003675,0.060500205,0.01,0.01,0.01,0.01,0.42124364,0.07888408,0.06345607,0.010003795,0.013343779,0.016593764,0.11601604,-0.1870261549990677,0.1759637804076806
0.08,-624740288.0,0.1762518727488023,0.0645900890231132,-0.032832808792591,-0.1073118895292282,-0.4069364964962005,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.17625187,0.06459009,0.01,0.01,0.01,0.01,0.42124364,0.12920024,0.06419086,0.010003421,0.013012139,0.015934214,0.11601604,-0.1866043032824808,-0.079394684516701
0.09,-624740288.0,0.167741510604872,0.0564946010708808,-0.043053314089775,-0.0927181094884872,-0.3927027583122253,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.1677415,0.0564946,0.01,0.01,0.01,0.01,0.42124364,0.15082768,0.063491896,0.010003084,0.012713113,0.015340571,0.11601604,-0.1892102943160443,-0.4105052740740066
0.1,-624740288.0,0.1917211199753496,0.0427038334310054,-0.0551603212952613,-0.0752792209386825,-0.3760823011398315,-4723628310528.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.19172113,0.042703833,0.01,0.01,0.01,0.01,0.42124364,0.17715624,0.061334327,0.010002781,0.012443849,0.0148068685,0.11601604,-0.1952797902627728,-0.7506412554233243
