time,SUP,ECRL,ECRB,ECU,FCR,FCU,PQ,SUP_min,ECRL_min,ECRB_min,ECU_min,FCR_min,FCU_min,PQ_min,SUP_max,ECRL_max,ECRB_max,ECU_max,FCR_max,FCU_max,PQ_max,SUP_exc,ECRL_exc,ECRB_exc,ECU_exc,FCR_exc,FCU_exc,PQ_exc,SUP_act,ECRL_act,ECRB_act,ECU_act,FCR_act,FCU_act,PQ_act,wrist_hand_r3_pos,wrist_hand_r3_vel
0.01,-628621248.0,-0.0984251201152801,0.058472242206335,-0.0330993570387363,-0.0805569514632225,-0.081900220154261,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.058472242,0.01,0.01,0.01,0.01,0.41540205,0.057473075,0.048665836,0.010017404,0.019987639,0.032473996,0.10446663,-0.2226689502946033,0.950724401101786
0.02,-628621248.0,-0.0956031009554863,0.0047370279207825,-0.0130450502038002,-0.1037284284830093,-0.1214130968045527,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41540205,0.052214637,0.046352755,0.01001569,0.018978005,0.030129226,0.10446663,-0.213147135865929,0.9334992099329174
0.03,-628621248.0,-0.097811572253704,0.0478382222354412,-0.0031470991671085,-0.1224446520209312,-0.1514008119377127,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.047838222,0.01,0.01,0.01,0.01,0.41540205,0.047592897,0.04716473,0.010014144,0.01807236,0.028040256,0.10446663,-0.2043969255059315,0.8235959294732328
0.04,-628621248.0,-0.0870670350312875,0.0808447524905204,-0.0043950751423835,-0.131377711892128,-0.1652459174961026,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.08084475,0.01,0.01,0.01,0.01,0.41540205,0.043524142,0.069820814,0.010012751,0.017260376,0.026178828,0.10446663,-0.1969253985370501,0.6811261632358574
0.05,-628621248.0,-0.0313502654038758,0.0426789708435535,-0.0095164850354194,-0.1317633092403412,-0.187972193772854,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.04267897,0.01,0.01,0.01,0.01,0.41540205,0.039922357,0.06943436,0.010011493,0.016530095,0.024513675,0.10446663,-0.1912201330120549,0.4852127913112395
0.06,-628621248.0,0.0222261181769135,0.0646466687321662,-0.0178483203053474,-0.1251093000173568,-0.2336397414609408,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.022226118,0.06464667,0.01,0.01,0.01,0.01,0.41540205,0.037180442,0.06827862,0.010010357,0.015873559,0.023023946,0.10446663,-0.1875750392994091,0.2901059465187851
0.07,-628621248.0,0.0797923172905124,0.075551189482212,-0.0276202429085969,-0.1137087643146514,-0.2933970496527677,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.07979232,0.07555119,0.01,0.01,0.01,0.01,0.41540205,0.055699453,0.07277925,0.010009338,0.0152865425,0.021698078,0.10446663,-0.1854868713706413,0.1519978653931803
0.08,-628621248.0,0.1017668896016419,0.0659781768918037,-0.0354162044823169,-0.1025651320815086,-0.3657089134962702,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.10176689,0.06597818,0.01,0.01,0.01,0.01,0.41540205,0.075958975,0.07244986,0.010008419,0.014759169,0.0205116,0.10446663,-0.1846520436874423,0.026613595402877
0.09,-628621248.0,0.1598206973706676,0.0638482347130775,-0.0421773791313171,-0.0921897515654563,-0.3910070061683655,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.15982069,0.063848235,0.01,0.01,0.01,0.01,0.41540205,0.11757676,0.0715124,0.010007589,0.014283805,0.019445801,0.10446663,-0.1851994912738869,-0.121876083070056
0.1,-628621248.0,0.1647774550626395,0.0575178377330303,-0.049108400940895,-0.0812321081757545,-0.3809637427330017,-5111022092288.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.16477746,0.057517838,0.01,0.01,0.01,0.01,0.41540205,0.14353013,0.069995634,0.010006841,0.013857136,0.018492263,0.10446663,-0.1875944888948942,-0.3420344382601721
