time,SUP,ECRL,ECRB,ECU,FCR,FCU,PQ,SUP_min,ECRL_min,ECRB_min,ECU_min,FCR_min,FCU_min,PQ_min,SUP_max,ECRL_max,ECRB_max,ECU_max,FCR_max,FCU_max,PQ_max,SUP_exc,ECRL_exc,ECRB_exc,ECU_exc,FCR_exc,FCU_exc,PQ_exc,SUP_act,ECRL_act,ECRB_act,ECU_act,FCR_act,FCU_act,PQ_act,wrist_hand_r3_pos,wrist_hand_r3_vel
0.01,-732274240.0,0.1962776814218088,0.0502883568406105,-0.0416948273777961,-0.0942245125770568,-0.3935214579105377,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.19627768,0.050288357,0.01,0.01,0.01,0.01,0.30313003,0.1870838,0.056975465,0.01000934,0.014108806,0.017941352,0.17799799,-0.1957554357587344,-0.5481665452588097
0.02,-732274240.0,0.1871373643043161,0.0338014774024486,-0.0576982870697975,-0.0716675147414207,-0.3727551698684692,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.18713737,0.033801477,0.01,0.01,0.01,0.01,0.30313003,0.19604987,0.054652534,0.010008421,0.013699783,0.01714286,0.17799799,-0.2037728432817025,-0.9804649476456044
0.03,-732274240.0,0.1511466143973008,0.0058025354519486,-0.0907806009054184,-0.033949214965105,-0.3359168469905853,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.15114662,0.01,0.01,0.01,0.01,0.01,0.30313003,0.1920217,0.050044138,0.010007591,0.013331935,0.016426265,0.17799799,-0.2152369627853066,-1.2512959842192288
0.04,-732274240.0,0.1162980542483868,-0.0279092900454998,-0.1254307925701141,0.0393923223018646,-0.2571856677532196,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.11629806,0.01,0.01,0.039392322,0.01,0.01,0.30313003,0.1829234,0.04569285,0.010006845,0.03142992,0.015783632,0.17799799,-0.2284488663853136,-1.3406962327378205
0.05,-732274240.0,0.0927772774806195,-0.061368279159069,-0.1478038430213928,-0.0710294544696807,-0.231930211186409,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.092777275,0.01,0.01,0.01,0.01,0.01,0.30313003,0.17102617,0.04185409,0.010006172,0.030342128,0.015206228,0.17799799,-0.2410611073407721,-1.1547431446735952
0.06,-732274240.0,0.0789624047798944,-0.0838819593191146,-0.152402251958847,-0.0217426307499408,-0.1738357331323438,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.07896241,0.01,0.01,0.01,0.01,0.01,0.30313003,0.1590404,0.038455054,0.010005564,0.028231952,0.014686649,0.17799799,-0.2506349240277343,-0.7901817661406121
0.07,-732274240.0,0.0280911255709273,-0.0861537083983421,-0.1391960382461547,0.0353985428810119,-0.1188225013465954,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.028091125,0.01,0.01,0.035398543,0.01,0.01,0.30313003,0.14457406,0.035437007,0.010005016,0.03288747,0.014218645,0.17799799,-0.2564026015312601,-0.4273879684085811
0.08,-732274240.0,-0.045340897810393,-0.0721496939659118,-0.1237487643957138,-0.0137536358088254,-0.0556744833568625,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.30313003,0.12713265,0.032760013,0.010004521,0.031474482,0.013798038,0.17799799,-0.258747331502991,-0.0988604002304883
0.09,-732274240.0,-0.1372877061367035,-0.0508940890431404,-0.1051720455288887,-0.0082212928682565,0.0257064141405189,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.025706414,0.01,0.30313003,0.112107724,0.03038375,0.010004076,0.029239587,0.018430978,0.17799799,-0.2582405511326547,0.1513940978500119
0.1,-732274240.0,-0.1268446892499923,-0.02807392552495,-0.0876489952206611,-0.0143156684935092,0.0669978680020908,-3503457828864.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.06699787,0.01,0.30313003,0.099410035,0.02827053,0.010003675,0.027250674,0.04279151,0.17799799,-0.2557825599433589,0.3141743384933298
