time,SUP,ECRL,ECRB,ECU,FCR,FCU,PQ,SUP_min,ECRL_min,ECRB_min,ECU_min,FCR_min,FCU_min,PQ_min,SUP_max,ECRL_max,ECRB_max,ECU_max,FCR_max,FCU_max,PQ_max,SUP_exc,ECRL_exc,ECRB_exc,ECU_exc,FCR_exc,FCU_exc,PQ_exc,SUP_act,ECRL_act,ECRB_act,ECU_act,FCR_act,FCU_act,PQ_act,wrist_hand_r3_pos,wrist_hand_r3_vel
0.01,-710909632.0,0.0830456754207417,0.0639374777674675,-0.0280240252614021,-0.0998260974884033,-0.2776475326506579,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.08304568,0.06393748,0.01,0.01,0.01,0.01,0.32101294,0.060148425,0.058926262,0.010007045,0.019939804,0.016953997,0.13680364,-0.1983730940304374,0.4070462741973025
0.02,-710909632.0,0.1284006884052234,0.0485150776803493,-0.0296974424272775,-0.0996020287275314,-0.3737238624458877,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.12840068,0.048515078,0.01,0.01,0.01,0.01,0.32101294,0.09266575,0.058642447,0.010006352,0.018935932,0.01625708,0.13680364,-0.194810455148377,0.3011174422498418
0.03,-710909632.0,0.1822135359367854,0.0586278587579727,-0.0326082557439804,-0.0976712107658386,-0.4042933881282806,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.18221353,0.05862786,0.01,0.01,0.01,0.01,0.32101294,0.13650331,0.05858613,0.010005727,0.018036494,0.015631633,0.13680364,-0.1928988379368888,0.0798589307465762
0.04,-710909632.0,0.1944478014639468,0.0575767457485199,-0.0395519398152828,-0.0906602814793586,-0.3961201906204223,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.1944478,0.057576746,0.01,0.01,0.01,0.01,0.32101294,0.16943285,0.05849011,0.010005164,0.017229179,0.015069424,0.13680364,-0.1939369843931876,-0.2716429660119096
0.05,-710909632.0,0.19061151961525,0.0451528839766979,-0.0511491447687149,-0.0755829960107803,-0.3798483908176422,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.19061153,0.045152884,0.01,0.01,0.01,0.01,0.32101294,0.18736179,0.05718108,0.010004655,0.016503075,0.0145631125,0.13680364,-0.1990066688987487,-0.6838861088655785
0.06,-710909632.0,0.1678019687448813,0.0262397527694702,-0.0713979676365852,-0.0560010708868503,-0.3599743247032165,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.16780196,0.026239753,0.01,0.01,0.01,0.01,0.32101294,0.18883173,0.054015588,0.010004197,0.015851595,0.014108292,0.13680364,-0.2078524937705985,-1.0201977483397768
0.07,-710909632.0,0.1370357299346815,-0.004157530143857,-0.1030130982398986,-0.0041938573122024,-0.308116465806961,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.13703573,0.01,0.01,0.01,0.01,0.01,0.32101294,0.18358536,0.04940527,0.010003784,0.015266377,0.013699292,0.13680364,-0.2192694201002607,-1.21788734992605
0.08,-710909632.0,0.1073793863259711,-0.0352709032595157,-0.1306303292512893,0.0479377880692482,-0.2542764842510223,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.107379384,0.01,0.01,0.047937788,0.01,0.01,0.32101294,0.17414466,0.045131132,0.010003411,0.038039993,0.013332076,0.13680364,-0.23186397066814,-1.2551472996737163
0.09,-710909632.0,0.0906172365523981,-0.0642797499895095,-0.1479444205760955,-0.0763276219367981,-0.235416946905025,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.09061724,0.01,0.01,0.01,0.01,0.01,0.32101294,0.1630366,0.04135761,0.010003076,0.03650231,0.0130015295,0.13680364,-0.2432923207591538,-1.0096136730845635
0.1,-710909632.0,0.069314070084755,-0.0807365775108337,-0.1463429927825927,-0.028997441753745,-0.1666710299966804,-4191180029952.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.06931407,0.01,0.01,0.01,0.01,0.01,0.32101294,0.15167442,0.03801544,0.010002773,0.033710804,0.012703696,0.13680364,-0.2511236506274628,-0.5930124390824231
