time,SUP,ECRL,ECRB,ECU,FCR,FCU,PQ,SUP_min,ECRL_min,ECRB_min,ECU_min,FCR_min,FCU_min,PQ_min,SUP_max,ECRL_max,ECRB_max,ECU_max,FCR_max,FCU_max,PQ_max,SUP_exc,ECRL_exc,ECRB_exc,ECU_exc,FCR_exc,FCU_exc,PQ_exc,SUP_act,ECRL_act,ECRB_act,ECU_act,FCR_act,FCU_act,PQ_act,wrist_hand_r3_pos,wrist_hand_r3_vel
0.01,-667748032.0,-0.1138384416699409,-0.0044570132158696,-0.0737426057457923,-0.0277382526546716,0.0445468288112504,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.044546828,0.01,0.3644488,0.089705035,0.028132275,0.010009633,0.023786929,0.029424876,0.12030727,-0.243182627994363,0.2074809010162856
0.02,-667748032.0,-0.1098619997501373,0.0068960282951593,-0.0705443993210792,-0.0356643870472908,-0.0204875489007582,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3644488,0.08022446,0.026260879,0.010008684,0.022379575,0.029917715,0.12030727,-0.2405831281168331,0.3151023287778238
0.03,-667748032.0,-0.1095541715621948,0.0210070665925741,-0.0632731318473815,-0.0435825288295745,-0.019873542331722,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.021007067,0.01,0.01,0.01,0.01,0.3644488,0.07202833,0.025575154,0.0100078285,0.021119075,0.027850535,0.12030727,-0.236499353302492,0.4819274721565261
0.04,-667748032.0,-0.1083827912807464,0.0331377871334552,-0.052948273718357,-0.0532925501465797,-0.0490693211536211,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.033137787,0.01,0.01,0.01,0.01,0.3644488,0.064892106,0.030449655,0.010007055,0.019987313,0.026001982,0.12030727,-0.2306501649786952,0.647601795887228
0.05,-667748032.0,-0.1055147871375083,0.0171698499470949,-0.0447342917323112,-0.0692913979291915,-0.090704775023803,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01716985,0.01,0.01,0.01,0.01,0.3644488,0.058697667,0.029853452,0.010006359,0.018976351,0.02435704,0.12030727,-0.2234877977711933,0.7570061892943167
0.06,-667748032.0,-0.1040156111121177,0.0528966374695301,-0.0287544392049312,-0.0890474990010261,-0.1269451952193663,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.052896637,0.01,0.01,0.01,0.01,0.3644488,0.05328946,0.045499247,0.010005733,0.01807147,0.022889638,0.12030727,-0.215573442393336,0.8075518913778487
0.07,-667748032.0,-0.0973261729153285,0.0158529616892337,-0.0157103016972541,-0.1068886891007423,-0.1502487072096989,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.015852962,0.01,0.01,0.01,0.01,0.3644488,0.048538644,0.04399922,0.010005168,0.017259263,0.02157639,0.12030727,-0.2076368292839073,0.7703381865396876
0.08,-667748032.0,-0.0279676822333171,0.0515510886907577,-0.011035531759262,-0.1194090247154235,-0.1788112581713006,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.05155109,0.01,0.01,0.01,0.01,0.3644488,0.04435257,0.048832588,0.010004658,0.01652977,0.02039999,0.12030727,-0.200422981550523,0.6813129219988503
0.09,-667748032.0,0.0359413156388494,0.0570628270506858,-0.0124212764203548,-0.1245495676994323,-0.2384361404284767,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.035941314,0.057062827,0.01,0.01,0.01,0.01,0.3644488,0.041365348,0.05438512,0.010004197,0.015871376,0.01934066,0.12030727,-0.1942657562815174,0.5754068218907875
0.1,-667748032.0,0.1013867706235864,0.0580663010478019,-0.0166719816625118,-0.12366883456707,-0.3154221790138662,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.10138677,0.0580663,0.01,0.01,0.01,0.01,0.3644488,0.06995701,0.056916717,0.010003784,0.015284644,0.018398803,0.12030727,-0.1891687217859339,0.4497734769304188
0.1100000000000001,-667748032.0,0.1199812819997599,0.0655972138047218,-0.0209860503673553,-0.1199303865432739,-0.404594582073041,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.11998128,0.065597214,0.01,0.01,0.01,0.01,0.3644488,0.09119015,0.06266841,0.010003412,0.014757924,0.017554905,0.12030727,-0.185696480254756,0.2479756347271903
0.1200000000000001,-667748032.0,0.1930956646135406,0.0583096630871295,-0.0284765753895044,-0.1116163358092308,-0.4118786752223968,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.19309567,0.058309663,0.01,0.01,0.01,0.01,0.3644488,0.14363599,0.06252937,0.010003076,0.014284129,0.016797094,0.12030727,-0.184739544036256,-0.0455532122320855
0.1299999999999999,-667748032.0,0.1836213560478609,0.0561245270073413,-0.0396499224007129,-0.0969432890415191,-0.3975443542003631,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.18362136,0.056124527,0.01,0.01,0.01,0.01,0.3644488,0.16710055,0.061833918,0.010002773,0.0138576785,0.016116044,0.12030727,-0.1873304204873548,-0.4396300492507335
0.1399999999999999,-667748032.0,0.1943748807928977,0.0424045622348785,-0.0535125657916069,-0.0769134759902954,-0.3782485723495483,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.19437487,0.042404562,0.01,0.01,0.01,0.01,0.3644488,0.18685986,0.059893288,0.0100025,0.013473632,0.01550355,0.12030727,-0.1940300396274192,-0.8343914979022131
0.1499999999999999,-667748032.0,0.1680774015111178,0.0186131112277507,-0.080774039030075,-0.0482954196631908,-0.3498791456222534,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.1680774,0.018613111,0.01,0.01,0.01,0.01,0.3644488,0.18790919,0.05563498,0.0100022545,0.013128382,0.0149536235,0.12030727,-0.2041364652638969,-1.1287892981032246
0.1599999999999999,-667748032.0,0.1409669102264594,-0.0125488247722387,-0.1128734946250915,0.0156024247407913,-0.2832094430923462,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.1409669,0.01,0.01,0.015602425,0.01,0.01,0.3644488,0.18320382,0.05072482,0.010002032,0.014845612,0.0144593585,0.12030727,-0.216506215654978,-1.3014809224524944
0.1699999999999999,-667748032.0,0.1108452930254861,-0.0440738275647163,-0.1384653449058532,0.0125215649604797,-0.2444817721843719,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.11084529,0.01,0.01,0.012521565,0.01,0.01,0.3644488,0.1745129,0.04628406,0.010001832,0.014765321,0.014014986,0.12030727,-0.229844405731008,-1.342430236344405
0.1799999999999999,-667748032.0,0.0906710001466298,-0.0728276744484901,-0.15230293571949,0.0595069453120231,-0.2342117875814438,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.090671,0.01,0.01,0.059506945,0.01,0.01,0.3644488,0.16348884,0.042376097,0.010001652,0.04623356,0.013615989,0.12030727,-0.2428695616033994,-1.2292294082455897
0.1899999999999999,-667748032.0,0.0767836651556448,-0.0932678878307342,-0.1563484072685241,-0.093987263739109,-0.179776872728663,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.076783665,0.01,0.01,0.01,0.01,0.01,0.3644488,0.15229486,0.03892131,0.010001489,0.04419692,0.013257006,0.12030727,-0.2532198706896465,-0.8377191513228754
0.1999999999999999,-667748032.0,0.0346109642205111,-0.0955472588539123,-0.1460333168506622,-0.0355393253266811,-0.132799798012663,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.034610964,0.01,0.01,0.01,0.01,0.01,0.3644488,0.13905066,0.035852633,0.010001343,0.040521834,0.012933202,0.12030727,-0.2586173309894782,-0.3125996499141349
0.2099999999999999,-667748032.0,-0.0214845823950133,-0.0755399689078331,-0.1237105652689933,-0.0115274991840124,-0.0911875332276697,-4598642769920.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3644488,0.12293573,0.033136018,0.0100012105,0.037277896,0.012642406,0.12030727,-0.2590534490223584,0.1534526084033837
