time,SUP,ECRL,ECRB,ECU,FCR,FCU,PQ,SUP_min,ECRL_min,ECRB_min,ECU_min,FCR_min,FCU_min,PQ_min,SUP_max,ECRL_max,ECRB_max,ECU_max,FCR_max,FCU_max,PQ_max,SUP_exc,ECRL_exc,ECRB_exc,ECU_exc,FCR_exc,FCU_exc,PQ_exc,SUP_act,ECRL_act,ECRB_act,ECU_act,FCR_act,FCU_act,PQ_act,wrist_hand_r3_pos,wrist_hand_r3_vel
0.01,-617959872.0,-0.1154706925153732,0.0171231515705585,-0.0645498633384704,-0.0425189398229122,-0.0242286850514361,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.017123152,0.01,0.01,0.01,0.01,0.43185365,0.06829536,0.023574587,0.010008215,0.019536737,0.039717346,0.299132,-0.2480834654434791,0.6195264561771502
0.02,-617959872.0,-0.1105213314294815,0.0383304543793201,-0.0497385114431381,-0.0552493706345558,-0.0317853392365775,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.038330454,0.01,0.01,0.01,0.01,0.43185365,0.06167088,0.0334035,0.010007406,0.018573066,0.03655853,0.299132,-0.2406100003088641,0.8365840292607198
0.03,-617959872.0,-0.103717602789402,0.0031193997710943,-0.0305142812430858,-0.0786673873662948,-0.0672074518850287,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43185365,0.055891864,0.03200573,0.010006676,0.01770957,0.033759464,0.299132,-0.2314366759810762,0.9630808182194202
0.04,-617959872.0,-0.0992220342159271,0.0562033280730247,-0.021941665560007,-0.1037923246622085,-0.108407882147667,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.056203328,0.01,0.01,0.01,0.01,0.43185365,0.05082968,0.04835266,0.010006019,0.016935129,0.0312738,0.299132,-0.2215599738786751,0.9917444204944792
0.05,-617959872.0,-0.0995686501264572,0.0218918081372976,-0.0062833130359649,-0.1245418936014175,-0.1422291646253048,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.021891808,0.01,0.01,0.01,0.01,0.43185365,0.046375353,0.04712397,0.010005426,0.016239425,0.029060302,0.299132,-0.2120468384286749,0.9045732157004612
0.06,-617959872.0,-0.1048925643696533,0.070449560880661,-0.0027496106922626,-0.1358804106712341,-0.1617348919263948,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.07044956,0.01,0.01,0.01,0.01,0.43185365,0.042444848,0.06260947,0.010004891,0.015614122,0.0270863,0.299132,-0.2038278482021546,0.7537669972935299
0.07,-617959872.0,-0.0491099329096355,0.04806999117136,-0.0076258853077888,-0.1366636753082275,-0.176838469042492,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.04806999,0.01,0.01,0.01,0.01,0.43185365,0.038966395,0.06290396,0.010004409,0.0150516145,0.02532289,0.299132,-0.197435094123352,0.5538919082636561
0.08,-617959872.0,0.0013238162090948,0.0722956359386444,-0.0161248408257961,-0.1295338869094848,-0.2157483739298591,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.072295636,0.01,0.01,0.01,0.01,0.43185365,0.03588596,0.068559006,0.010003973,0.0145460535,0.023748018,0.299132,-0.1930673719209031,0.3618641231606466
0.09,-617959872.0,0.0573900443888947,0.066692367196083,-0.0256483443081378,-0.1180779933929443,-0.2696342921447647,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.057390045,0.06669237,0.01,0.01,0.01,0.01,0.43185365,0.04348464,0.06909708,0.010003582,0.0140926335,0.022343738,0.299132,-0.190329720693589,0.2149508990754928
0.1,-617959872.0,0.0909261140662047,0.0693704932928085,-0.0336551740765571,-0.1066420525312423,-0.3361423456223505,-2578597019648.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.09092611,0.06937049,0.01,0.01,0.01,0.01,0.43185365,0.065515645,0.069236405,0.010003229,0.013684866,0.021087231,0.299132,-0.1888489795248521,0.1009176377060156
