time,SUP,ECRL,ECRB,ECU,FCR,FCU,PQ,SUP_min,ECRL_min,ECRB_min,ECU_min,FCR_min,FCU_min,PQ_min,SUP_max,ECRL_max,ECRB_max,ECU_max,FCR_max,FCU_max,PQ_max,SUP_exc,ECRL_exc,ECRB_exc,ECU_exc,FCR_exc,FCU_exc,PQ_exc,SUP_act,ECRL_act,ECRB_act,ECU_act,FCR_act,FCU_act,PQ_act,wrist_hand_r3_pos,wrist_hand_r3_vel
0.01,-614717504.0,0.1732652849814574,0.0614997372031211,-0.0397900938987731,-0.0954115092754364,-0.3953749239444732,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.17326528,0.061499737,0.01,0.01,0.01,0.01,0.43711862,0.12795687,0.06648522,0.01001896,0.013606324,0.01591774,0.19014567,-0.1838163960947158,-0.1186563768956507
0.02,-614717504.0,0.1613858780933664,0.0555435717105865,-0.0470627471804618,-0.0845848694443702,-0.384634792804718,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.16138588,0.05554357,0.01,0.01,0.01,0.01,0.43711862,0.1469448,0.06531595,0.010017093,0.013247927,0.015326063,0.19014567,-0.1864852011539036,-0.395081500334898
0.03,-614717504.0,0.1894650168564109,0.0435168109834194,-0.0572395697236061,-0.0727478712797164,-0.3733591735363006,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.18946502,0.04351681,0.01,0.01,0.01,0.01,0.43711862,0.17526127,0.0629808,0.010015406,0.012924506,0.0147927925,0.19014567,-0.1922137413700435,-0.6962095268286254
0.04,-614717504.0,0.1676185289227985,0.0239475164562463,-0.0802336037158966,-0.0473296605050563,-0.3472568392753601,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.16761853,0.023947516,0.01,0.01,0.01,0.01,0.43711862,0.18019684,0.059026267,0.010013884,0.012633351,0.014313272,0.19014567,-0.2008049783526297,-0.9633566589791428
0.05,-614717504.0,0.1552241333192076,-0.0028231590986251,-0.1054093986749649,0.0008981823921203,-0.2966516613960266,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.15522413,0.01,0.01,0.01,0.01,0.01,0.43711862,0.17841327,0.053870946,0.010012512,0.012371385,0.013882275,0.19014567,-0.2117334876748557,-1.171576091875551
0.06,-614717504.0,0.1301136931657012,-0.0301589332520961,-0.1284410506486892,0.0359695628285408,-0.2596665322780609,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.13011369,0.01,0.01,0.035969563,0.01,0.01,0.43711862,0.17316087,0.04905491,0.010011281,0.028797721,0.013496206,0.19014567,-0.2241601246601964,-1.269786406956254
0.07,-614717504.0,0.1049637732011865,-0.0576247945427894,-0.144463837146759,-0.074676364660263,-0.2443242073059082,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.10496377,0.01,0.01,0.01,0.01,0.01,0.43711862,0.1647987,0.044815734,0.010010171,0.02803027,0.013148882,0.19014567,-0.2362883975716096,-1.1331040231591984
0.08,-614717504.0,0.0911994977521224,-0.0773768872022628,-0.1376461237668991,-0.0275877099484205,-0.2484759539365768,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.091199495,0.01,0.01,0.01,0.01,0.01,0.43711862,0.15526803,0.041072898,0.010009169,0.026170142,0.012836227,0.19014567,-0.2459754874317604,-0.8281321435681223
0.09,-614717504.0,0.0865868692250816,-0.0811429545283317,-0.1333111822605133,0.0304640345275402,-0.2189198469851408,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.08658687,0.01,0.01,0.030464035,0.01,0.01,0.43711862,0.14646415,0.037749197,0.010008263,0.028909294,0.012553873,0.19014567,-0.2523736738183019,-0.5182264028483768
0.1,-614717504.0,0.0590104089160625,-0.0706144124269485,-0.1239573955535888,-0.0078730098903179,-0.1805000039899668,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.05901041,0.01,0.01,0.01,0.01,0.01,0.43711862,0.1367445,0.034810074,0.010007448,0.027733063,0.012300199,0.19014567,-0.2559324218770053,-0.2468149836957214
0.1100000000000001,-614717504.0,0.0124946323810515,-0.0540962181985378,-0.1098098382353782,-0.000469546765089,-0.1335530768649508,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.012494632,0.01,0.01,0.01,0.01,0.01,0.43711862,0.123279504,0.032206457,0.010006715,0.025904652,0.012072285,0.19014567,-0.2572113062134077,-0.0485451563914814
0.1200000000000001,-614717504.0,-0.0490383414770102,-0.0364060923457145,-0.096201941370964,-0.0054829604923725,-0.0747640718338669,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43711862,0.10889614,0.02989104,0.010006053,0.024272317,0.011867077,0.19014567,-0.2569868153771624,0.0663564053325934
0.1299999999999999,-614717504.0,-0.1231634003468101,-0.0207458697259426,-0.0852636396884918,-0.0155971553176641,-0.0034979748962046,-3357549527040.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43711862,0.096647695,0.027827842,0.010005456,0.022812784,0.011682197,0.19014567,-0.2559595708638914,0.1251023087385875
