ECR_act,FCR_act,wrist_hand_r3_pos
1.204032,0.96906,-0.00015
1.065862,1.085785,-0.007211
0.937835,1.139961,-0.0117
0.892302,1.094026,-0.012091
0.947298,0.984182,-0.008542
1.053896,0.901576,-0.00277
1.174421,0.898331,0.002849
1.29552,0.950279,0.00645
1.391257,1.007737,0.007378
1.442899,1.043255,0.006123
1.480529,1.049409,0.003706
1.521633,1.00707,0.001062
1.492873,0.922318,-0.00123
1.317576,0.850144,-0.002873
1.124607,0.825503,-0.003659
1.05921,0.861168,-0.003396
1.109212,0.94782,-0.00204
1.200294,1.04597,8.8e-05
1.280749,1.082732,0.002219
1.288445,1.023716,0.003345
1.184097,0.926093,0.002719
1.010951,0.865958,0.000416
0.888794,0.881055,-0.002443
0.924254,0.937539,-0.004147
1.093852,0.982025,-0.003455
1.241903,1.016076,-0.000586
1.232802,1.046262,0.002743
1.086747,1.047827,0.004438
0.93322,0.997852,0.003545
0.88236,0.926274,0.000906
0.929073,0.918866,-0.001588
1.009704,1.010184,-0.00248
1.113322,1.126974,-0.001693
1.243646,1.168268,-0.000274
1.37301,1.108347,0.00065
1.42688,0.993529,0.000688
1.331807,0.915923,0.000178
1.159744,0.94645,-0.000406
1.061042,1.066433,-0.000918
1.078624,1.184572,-0.001459
1.150375,1.219244,-0.001946
1.212576,1.171523,-0.001909
1.241237,1.09399,-0.000838
1.236656,1.071479,0.001218
1.197067,1.137768,0.003426
1.139182,1.223209,0.00464
1.128814,1.231439,0.004232
1.226447,1.161746,0.002556
1.345609,1.074369,0.000615
1.347618,1.027971,-0.000749
1.240778,1.054884,-0.001454
1.110002,1.11183,-0.002087
1.020822,1.136559,-0.003294
1.010354,1.110211,-0.005177
1.047078,1.084086,-0.007108
1.051738,1.111771,-0.007993
1.027541,1.187572,-0.006772
1.035431,1.209534,-0.002909
1.079884,1.14183,0.003277
1.165697,1.057554,0.010564
1.339672,1.014997,0.017083
1.665269,1.026357,0.020808
2.249719,1.107488,0.020114
3.06971,1.256647,0.014236
3.974363,1.409968,0.003514
5.165582,1.559252,-0.010596
7.012106,1.811177,-0.025612
9.524177,2.305406,-0.038163
11.778291,2.947189,-0.044311
11.975053,3.306183,-0.040457
10.368314,3.283296,-0.024905
10.503336,3.246423,0.000561
15.319953,3.296147,0.030282
23.278963,3.417775,0.056274
28.26979,3.736832,0.071343
26.982322,4.241735,0.072002
23.647994,4.572933,0.059085
21.789218,4.189932,0.035332
20.925154,3.269745,0.002012
20.774284,2.561868,-0.041365
23.134477,2.43564,-0.091967
27.947292,2.595361,-0.136511
30.541617,2.50021,-0.150392
25.933882,1.938032,-0.109642
16.677786,1.299281,-0.012104
9.103899,1.419572,0.107999
5.619729,3.281473,0.190163
5.708314,7.443753,0.184233
7.778858,12.953176,0.089604
9.753446,17.705472,-0.037279
9.673755,23.055367,-0.119436
7.402213,35.800422,-0.113562
4.85034,54.050253,-0.037963
3.892226,60.754557,0.047223
5.224446,46.161912,0.087643
8.247688,22.822128,0.069526
11.030428,6.067876,0.017664
11.53967,0.769616,-0.033066
10.252466,3.261472,-0.063605
9.537199,7.576402,-0.074879
10.39245,9.512552,-0.074489
11.76187,8.590121,-0.063717
12.037524,7.077568,-0.037493
10.898696,6.545026,0.00528
9.33611,6.530919,0.053755
8.531124,6.266471,0.088876
8.872604,5.835355,0.095705
10.224603,5.660896,0.072955
12.555689,6.10996,0.032036
15.535141,7.245075,-0.011549
18.762085,8.310526,-0.045823
20.793668,8.477702,-0.063697
20.303248,8.060484,-0.060364
18.501965,8.119116,-0.032993
17.677598,8.908368,0.014291
17.302964,9.669746,0.064694
16.917585,9.747164,0.091126
17.371248,9.18795,0.07022
19.009566,8.919871,4.7e-05
20.552293,9.390591,-0.092997
20.702777,10.29731,-0.165926
18.978936,11.520598,-0.182445
16.091856,12.723756,-0.131754
14.270938,12.932436,-0.031669
14.446926,11.704277,0.082835
15.307334,9.747413,0.176476
14.872512,7.95584,0.227029
13.641089,6.552783,0.23033
13.11731,5.378922,0.195885
12.614335,4.364545,0.136055
11.38985,3.876891,0.05614
10.118954,3.925969,-0.046709
10.016664,3.941446,-0.173977
12.525059,3.630204,-0.312977
17.790915,3.493587,-0.431683
23.809027,4.174,-0.486563
28.642697,5.638199,-0.439249
29.23165,6.684041,-0.272761
22.880802,5.697475,-0.000263
13.117948,2.992793,0.335272
6.057594,2.532385,0.668706
